index,year,NOx,NMVOC,SO2,NH3,PM2.5,PM10,TSP,BC,CO
Other,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OtherStationaryComb,1990,149.2499693358328,397.63824419788625,1085.8210090582718,3.575868739421413,0.0,0.0,320.37385525150484,0.0,3628.4206365102095
OtherStationaryComb,1991,144.7197345367348,266.0431352949366,606.412425570877,3.9876996819447847,0.0,0.0,163.09364373133369,0.0,2478.6716997987232
OtherStationaryComb,1992,131.06495470805004,178.7662232077141,399.1524237939908,3.8328054160748306,0.0,0.0,92.72942916337813,0.0,1765.2578885674493
OtherStationaryComb,1993,134.4736775891071,136.20666859690675,339.5242845168976,3.992978403108279,0.0,0.0,61.172924081687256,0.0,1532.2245076968952
OtherStationaryComb,1994,125.69001476897414,94.0743272470662,246.50800014103186,3.793131385,0.0,0.0,36.86121461088482,0.0,1218.4541512624364
OtherStationaryComb,1995,127.05658867708155,76.6250747041294,203.8363293421716,3.7280771878079713,30.379619635889867,32.43108094643477,33.37050673988211,0.0,1113.486794226661
OtherStationaryComb,1996,140.66155896365117,71.31972305326516,204.04850023465445,4.159969851134701,28.32808020906477,30.21313415001434,31.125173804305213,0.0,1051.1276309722093
OtherStationaryComb,1997,132.13332541115446,81.5559004134409,169.84159879671154,3.9524935026750025,31.487928495620906,33.665060848327975,34.70053297100117,0.0,1144.975463323896
